2025-05-06 20:26:16 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-08 23:32:39 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=You haven't signed in or entered login or password is incorrect, responseType=FINAL]
2025-05-08 23:32:39 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-08 23:33:15 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:33:15 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-08 23:33:15 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-08 23:33:15 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-08 23:34:27 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:34:27 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-08 23:34:27 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-08 23:34:27 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-08 23:35:48 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:35:48 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-08 23:35:48 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-08 23:35:48 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-08 23:36:25 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:36:25 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-08 23:36:25 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-08 23:36:25 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-08 23:53:46 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:53:46 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-08 23:53:46 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-08 23:53:46 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-08 23:56:26 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:56:26 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/exit, args=[], userAuthorization=null, builder=null]
2025-05-08 23:56:26 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=You haven't signed in or entered login or password is incorrect, responseType=FINAL]
2025-05-08 23:56:26 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-08 23:56:31 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-08 23:56:36 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:56:37 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-08 23:56:37 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-08 23:56:37 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-08 23:57:02 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:57:02 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-08 23:57:02 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-08 23:57:02 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-08 23:57:55 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:57:55 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-08 23:57:55 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-08 23:57:55 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-08 23:58:45 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:58:45 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signi, args=[], userAuthorization=null, builder=null]
2025-05-08 23:58:45 [main] ERROR ru.sdmitriy612.server.handling.InputHandler - Reading object error: Cannot invoke "ru.sdmitriy612.command.Command.getCommandType()" because "command" is null
2025-05-08 23:58:45 [main] ERROR ru.sdmitriy612.server.Server - Handling input error: Cannot read object from client: Cannot invoke "ru.sdmitriy612.command.Command.getCommandType()" because "command" is null
2025-05-08 23:58:58 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:58:58 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/help, args=[], userAuthorization=null, builder=null]
2025-05-08 23:58:58 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=You haven't signed in or entered login or password is incorrect, responseType=FINAL]
2025-05-08 23:58:58 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-08 23:59:02 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-08 23:59:02 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-08 23:59:02 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-08 23:59:02 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:03:12 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:03:12 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-09 00:03:12 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-09 00:03:12 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:04:13 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 00:04:20 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:04:20 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/show, args=[], userAuthorization=null, builder=null]
2025-05-09 00:04:20 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=You haven't signed in or entered login or password is incorrect, responseType=FINAL]
2025-05-09 00:04:20 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:04:24 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:04:24 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-09 00:04:24 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-09 00:04:24 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:04:40 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:04:40 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-09 00:04:40 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-09 00:04:40 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:04:59 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:04:59 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-09 00:04:59 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-09 00:04:59 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:05:15 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:05:15 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-09 00:05:15 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-09 00:05:15 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:06:25 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:06:25 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-09 00:06:25 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-09 00:06:25 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:06:51 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:06:51 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/execute_script, args=[], userAuthorization=null, builder=null]
2025-05-09 00:06:51 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=You haven't signed in or entered login or password is incorrect, responseType=FINAL]
2025-05-09 00:06:51 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:07:12 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 00:07:20 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:07:20 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/execute_script, args=[], userAuthorization=null, builder=null]
2025-05-09 00:07:20 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Command could be executed only on client side, responseType=CLIENT]
2025-05-09 00:07:20 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:07:29 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:07:29 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/execute_script, args=[script.txt], userAuthorization=null, builder=null]
2025-05-09 00:07:29 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Command could be executed only on client side, responseType=CLIENT]
2025-05-09 00:07:29 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:07:38 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:07:38 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signup, args=[], userAuthorization=null, builder=null]
2025-05-09 00:07:38 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Enter login data, responseType=CLIENT]
2025-05-09 00:07:38 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:08:21 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:08:21 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=null, builder=null]
2025-05-09 00:08:21 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Enter a Flat, responseType=ENTER_OBJECT]
2025-05-09 00:08:21 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:08:30 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:08:30 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=null, builder=ru.sdmitriy612.collection.flat.FlatBuilder@3ba987b8]
2025-05-09 00:08:31 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=element added to the collection, responseType=FINAL]
2025-05-09 00:08:31 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:08:34 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:08:34 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=asd, args=[], userAuthorization=null, builder=null]
2025-05-09 00:08:34 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=unknown command. Use /help for command list., responseType=ERROR]
2025-05-09 00:08:34 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:08:35 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:08:35 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=asd, args=[], userAuthorization=null, builder=null]
2025-05-09 00:08:35 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=unknown command. Use /help for command list., responseType=ERROR]
2025-05-09 00:08:35 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:08:36 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:08:36 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/help, args=[], userAuthorization=null, builder=null]
2025-05-09 00:08:36 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=/show displays all collection elements
/add adds element to the collection
/remove_any_by_view removes one element which view is equals to given
/add_if_max adds element to the collection if it greater than existing elements
/clear clears the collection
/exit exits program
/signin displays descriptions of commands
/remove_lower removes one element which view is equals to given
/count_by_furnish counts elements with furnish that equals to the given furnish value
/history displays history of commands
/help displays descriptions of commands
/remove_by_id removes one element which id is equals to given
/info displays information of collection
/count_greater_than_furnish counts elements with furnish that greater than the given furnish value
/update updates the value of the collection item whose id is equal to the given one
/signup displays descriptions of commands
/execute_script reads and executes a script from a given file, responseType=FINAL]
2025-05-09 00:08:36 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:10:13 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:10:13 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-09 00:10:13 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-09 00:10:13 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 00:11:24 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 00:11:24 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-09 00:11:24 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=CLIENT]
2025-05-09 00:11:24 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 10:37:18 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 10:37:41 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 10:37:41 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/show, args=[], userAuthorization=null, builder=null]
2025-05-09 10:37:41 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=You haven't signed in or entered login or password is incorrect, responseType=FINAL]
